,Active_School_Zone_Fl,Active_School_Zone_Fl_01,Amend_Supp_Fl,Amend_Supp_Fl_01,At_Intrsct_Fl,At_Intrsct_Fl_01,Cmv_Involv_Fl,Cmv_Involv_Fl_01,CrashDateFormated,Crash_Date,Crash_Fatal_Fl,Crash_Fatal_Fl_01,Crash_ID,Crash_Speed_Limit,Crash_Time,Day_of_Week,Death_Cnt,Hwy_Nbr,Hwy_Nbr_2,Hwy_Sys,Hwy_Sys_2,Incap_Injry_Cnt,Investigat_Arrv_Time,Investigat_Comp_Fl,Investigat_Comp_Fl_01,Investigat_Notify_Meth,Investigat_Notify_Time,Latitude,Local_Use,Located_Fl,Located_Fl_01,Longitude,Medical_Advisory_Fl,Medical_Advisory_Fl_01,Non_Injry_Cnt,Nonincap_Injry_Cnt,ORI_Number,Onsys_Fl,Onsys_Fl_01,Poss_Injry_Cnt,Private_Dr_Fl,Private_Dr_Fl_01,Report_Date,Road_Constr_Zone_Fl,Road_Constr_Zone_Fl_01,Road_Constr_Zone_Wrkr_Fl,Road_Constr_Zone_Wrkr_Fl_01,Rpt_Block_Num,Rpt_Hwy_Num,Rpt_Latitude,Rpt_Longitude,Rpt_Outside_City_Limit_Fl,Rpt_Outside_City_Limit_Fl_01,Rpt_Ref_Mark_Dir,Rpt_Ref_Mark_Dist_Uom,Rpt_Ref_Mark_Nbr,Rpt_Ref_Mark_Offset_Amt,Rpt_Sec_Block_Num,Rpt_Sec_Hwy_Num,Rpt_Sec_Street_Desc,Rpt_Sec_Street_Name,Rpt_Sec_Street_Pfx,Rpt_Sec_Street_Sfx,Rpt_Street_Desc,Rpt_Street_Name,Rpt_Street_Pfx,Rpt_Street_Sfx,Rr_Relat_Fl,Rr_Relat_Fl_01,Rural_Fl,Rural_Fl_01,Schl_Bus_Fl,Schl_Bus_Fl_01,Street_Name,Street_Name_2,Street_Nbr,Thousand_Damage_Fl,Thousand_Damage_Fl_01,Toll_Road_Fl,Toll_Road_Fl_01,Tot_Injry_Cnt,Txdot_Rptable_Fl,Txdot_Rptable_Fl_01,Unkn_Injry_Cnt
298,N,0,N,0,N,0,N,0,2013-02-02 20:05:00,2/2/2013,N,0,13115709,45,8:05 PM,SAT,0,,,,,0,8:10 PM,Y,1,DISPATCHED,8:06 PM,,,N,0,,N,0,4,0,TX0140700,N,0,0,Y,1,2/2/2013,N,0,N,0,4100,,,,N,0,,,,,100,,,ERMINE,,TRL,,ADAMS,W,AVE,N,0,N,0,N,0,W ADAMS AVE,,,Y,1,N,0,0,N,0,0
357,N,0,N,0,N,0,N,0,2013-01-07 18:37:00,1/7/2013,N,0,13123635,30,6:37 PM,MON,0,,,,,0,6:40 PM,Y,1,RADIO DISPATCH,6:37 PM,27.441585399999997,,Y,1,-99.48188215,N,0,1,0,TX2400100,N,0,1,N,0,1/7/2013,N,0,N,0,500,,,,N,0,,,,,,,,OTANES,,AVE,,SORIA,,DR,N,0,N,0,N,0,SORIA DR,,,N,0,N,0,1,Y,1,0
370,N,0,N,0,N,0,N,0,2013-01-16 18:56:00,1/16/2013,N,0,13125355,30,6:56 PM,WED,0,,,,,0,6:56 PM,Y,1,DISPATCHED,6:56 PM,,0,N,0,,N,0,1,0,TX1010000,N,0,0,Y,1,1/16/2013,N,0,N,0,16803,,,,Y,1,,,,,5300,,,LERWICK,,DR,,CLAN MACINTOSH,,DR,N,0,Y,1,N,0,CLAN MACINTOSH DR,,,N,0,N,0,0,N,0,0
398,N,0,N,0,N,0,N,0,2013-02-15 14:10:00,2/15/2013,N,0,13128605,5,2:10 PM,FRI,0,,,,,0,7:10 PM,Y,1,"TELEPHONE, DPS SA",6:45 PM,,,N,0,,N,0,1,0,,N,0,0,Y,1,2/16/2013,N,0,N,0,697,234,29.82837,-97.98705,N,0,,,,,,35,,NOT REPORTED,,,,CENTERPOINT,,RD,N,0,N,0,N,0,CR0234,,,Y,1,N,0,0,N,0,0
406,N,0,N,0,Y,1,N,0,2013-02-08 16:38:00,2/8/2013,N,0,13129638,45,4:38 PM,FRI,0,,,,,0,4:43 PM,Y,1,DISPATCH,4:39 PM,,,N,0,,N,0,6,0,,N,0,0,N,0,2/8/2013,N,0,N,0,14000,,,,N,0,,,,,496,,,N KENAZO AVE NB,N,AVE,,EASTLAKE BLVD EB,,BLVD,N,0,N,0,N,0,EASTLAKE BLVD EB BLVD,N N KENAZO AVE NB AVE,,Y,1,N,0,0,Y,1,0
415,N,0,N,0,N,0,N,0,2013-02-14 05:59:00,2/14/2013,N,0,13131337,30,5:59 AM,THU,0,,,,,0,6:15 AM,Y,1,RADIO,6:03 AM,31.70452103,,Y,1,-98.97847699,N,0,1,0,TX0250200,N,0,0,N,0,2/14/2013,N,0,N,0,1708,,,,N,0,,,,,1300,,,AVE I,,,,2ND ST,,,N,0,N,0,N,0,2ND ST,,1687.0,Y,1,N,0,0,Y,1,0
424,N,0,N,0,N,0,N,0,2013-02-11 06:30:00,2/11/2013,N,0,13133053,45,6:30 AM,MON,0,,,,,0,6:40 AM,Y,1,DISPATCHED,6:34 AM,32.83706738,,Y,1,-96.86547256,N,0,8,0,TX0000006,N,0,0,N,0,2/20/2013,N,0,N,0,8500,,,,N,0,,,,,1900,,,REGAL ROW,,,,HARRY HINES,,BLVD,N,0,N,0,N,0,HARRY HINES BLVD,,,Y,1,N,0,0,Y,1,0
436,N,0,N,0,N,0,Y,1,2013-02-19 17:17:00,2/19/2013,N,0,13134511,30,5:17 PM,TUE,0,,,,,0,5:36 PM,Y,1,DISPATCHED,5:20 PM,33.17256966,,Y,1,-97.12506338,N,0,2,0,TX0610200,N,0,0,N,0,2/19/2013,N,0,N,0,3100,,,,N,0,,,,,,,,EL PASEO,,,,MONTECITO,,RD,N,0,N,0,N,0,MONTECITO RD,,3100.0,Y,1,N,0,0,Y,1,0
478,N,0,N,0,N,0,N,0,2013-02-23 19:03:00,2/23/2013,N,0,13139215,-1,7:03 PM,SAT,0,,,,,0,7:14 PM,N,0,DISPATCH,7:03 PM,,3130,N,0,,N,0,0,0,TXSPD0000,N,0,0,Y,1,2/23/2013,N,0,N,0,17635,,,,N,0,,,,,2000,,LOCAL ROAD,GOLD CANYON,,,LOCAL ROAD (PRIVATE PARKING LOT),HENDERSON PASS,,,N,0,N,0,N,0,HENDERSON PASS,,,Y,1,N,0,0,N,0,1
484,N,0,N,0,N,0,N,0,2013-02-14 05:30:00,2/14/2013,N,0,13140127,45,5:30 AM,THU,0,646,,FM,,0,5:42 AM,Y,1,DISPATCHED,5:36 AM,,,N,0,,N,0,2,0,TX0842100,Y,1,0,N,0,2/14/2013,Y,1,N,0,2000,646,,,N,0,,,,,4,,,ST,,,,N FM 646,,,N,0,N,0,N,0,FM0646,,,Y,1,N,0,0,Y,1,0
524,N,0,N,0,Y,1,N,0,2013-02-14 16:21:00,2/14/2013,N,0,13145342,35,4:21 PM,THU,0,,,,,0,4:31 PM,Y,1,POLICE DISPATCH,4:31 PM,29.70928481,,Y,1,-95.17149314,N,0,2,0,TX1011500,N,0,0,N,0,2/14/2013,N,0,N,0,200,,,,N,0,,,,,3000,,,DARLING,,,,PRESTON,,,N,0,N,0,N,0,PRESTON RD,DARLING ST,,Y,1,N,0,0,Y,1,0
562,N,0,N,0,N,0,N,0,2013-02-27 08:20:00,2/27/2013,N,0,13149369,45,8:20 AM,WED,0,,,,,0,8:53 AM,Y,1,DPS HOUSTON,8:26 AM,30.17360726,,Y,1,-95.53919648,N,0,2,0,,N,0,0,N,0,2/27/2013,N,0,N,0,,,30.173609999999996,-95.5392,Y,1,,,,,,,,FLINTRIDGE,,DR,,KUYKENDAHL,,RD,N,0,Y,1,N,0,KUYKENDAHL RD,,,Y,1,N,0,0,Y,1,0
563,N,0,N,0,N,0,N,0,2013-03-01 10:50:00,3/1/2013,N,0,13149383,-1,10:50 AM,FRI,0,,,,,0,11:06 AM,Y,1,DISPATCHED,10:52 AM,,,N,0,,N,0,1,0,TX0310100,N,0,1,Y,1,3/2/2013,N,0,N,0,1600,,,,N,0,,,,,1300,,,BROWNFIELD,,ST,PARKING LOT IBC BANK,CENTRAL,,BLVD,N,0,N,0,N,0,CENTRAL BLVD,,,N,0,N,0,1,N,0,0
568,N,0,N,0,N,0,N,0,2013-03-01 23:24:00,3/1/2013,N,0,13149662,10,11:24 PM,FRI,0,,,,,0,11:52 PM,Y,1,DISPATCH,11:30 PM,,FSGI,N,0,,N,0,0,0,TXHPD0000,N,0,0,N,0,3/2/2013,N,0,N,0,11100,,,,N,0,,,,,,,,MEADOWGLEN,,LN,LEVEL CONCRETE,WESTHEIMER,,RD,N,0,N,0,N,0,WESTHEIMER RD,,,Y,1,N,0,0,N,0,1
575,N,0,N,0,Y,1,N,0,2013-02-27 11:22:00,2/27/2013,N,0,13150653,35,11:22 AM,WED,0,,,,,0,11:42 AM,Y,1,DISPATCH,11:27 AM,,,N,0,,N,0,2,0,TX1700100,N,0,0,N,0,2/27/2013,N,0,N,0,600,,,,N,0,,,,,3200,,,POLLOCK,,,,CONROE PARK,N,DR,N,0,N,0,N,0,N CONROE PARK DR,POLLOCK,,Y,1,N,0,0,Y,1,0
576,N,0,N,0,N,0,N,0,2013-02-15 10:17:00,2/15/2013,N,0,13150712,35,10:17 AM,FRI,0,,,,,0,10:28 AM,Y,1,DISPATCHED,10:21 AM,31.76062358,,Y,1,-106.2698148,N,0,2,0,TX0710200,N,0,0,N,0,2/15/2013,N,0,N,0,12140,,,,N,0,,,,,,,,ZARAGOSA,,,,MONTWOOD,,DR,N,0,N,0,N,0,MONTWOOD DR,N ZARAGOZA RD,,Y,1,N,0,0,Y,1,0
582,N,0,N,0,Y,1,N,0,2013-02-20 15:07:00,2/20/2013,N,0,13151151,35,3:07 PM,WED,0,,,,,0,3:13 PM,Y,1,POLICE RADIO,3:07 PM,,,N,0,,N,0,2,0,TX1520200,N,0,0,N,0,2/20/2013,N,0,N,0,1000,,,,N,0,,,,,1600,,,MAIN,,ST,,AVENUE Q,,AVE,N,0,N,0,N,0,AVENUE Q AVE,MAIN ST,,Y,1,N,0,0,Y,1,0
586,N,0,N,0,N,0,N,0,2013-03-03 14:30:00,3/3/2013,N,0,13151727,35,2:30 PM,SUN,0,,,,,0,2:39 PM,Y,1,DPS HOUSTON,2:38 PM,30.16807231,,Y,1,-95.45830055,N,0,2,0,,N,0,0,N,0,3/3/2013,N,0,N,0,,,30.168509999999998,-95.458,Y,1,,,,,,,,LAKEWOODLANDS,,DR,,PINECROFT,,DR,N,0,Y,1,N,0,PINECROFT DR,,,Y,1,N,0,0,Y,1,0
593,N,0,N,0,N,0,N,0,2013-03-04 19:09:00,3/4/2013,N,0,13152410,30,7:09 PM,MON,0,,,,,0,7:52 PM,N,0,FLAGED DOWN,7:52 PM,,7330,N,0,,N,0,1,0,TXSPD0000,N,0,1,N,0,3/4/2013,N,0,N,0,5500,,,,N,0,,,,,5500,,,DEZAVALA,,RD,,SILICON,,DR,N,0,N,0,N,0,SILICON DR,,,Y,1,N,0,1,Y,1,0
596,N,0,N,0,N,0,Y,1,2013-01-17 22:45:00,1/17/2013,N,0,13152963,0,10:45 PM,THU,0,90,,US,,0,10:54 PM,Y,1,RADIO,10:51 PM,,,N,0,,N,0,2,0,TX0280200,Y,1,0,Y,1,1/17/2013,N,0,N,0,190,90,,,N,0,,,,,,183,,NOT REPORTED,,,,US HWY 90,,,N,0,N,0,N,0,US0090,,,Y,1,N,0,0,N,0,0
612,N,0,N,0,N,0,N,0,2013-02-28 19:01:00,2/28/2013,N,0,13154714,30,7:01 PM,THU,0,,,,,0,7:18 PM,Y,1,CHAMBERS COUNTY SO,7:01 PM,29.79370349,,Y,1,-94.83065023,N,0,1,0,,N,0,0,N,0,3/3/2013,N,0,N,0,6011,,29.79372,-94.83065,Y,1,,,,,,,,BAYOU BREEZE,,,,RED FISH RUN,,,N,0,Y,1,N,0,REDFISH RUN,,5902.0,Y,1,N,0,0,Y,1,0
635,N,0,N,0,N,0,N,0,2013-02-28 12:00:00,2/28/2013,N,0,13157250,-1,12:00 PM,THU,0,,,,,0,8:30 AM,Y,1,WALK -IN,8:30 AM,,FSGI,N,0,,N,0,0,0,TXHPD0000,N,0,0,Y,1,3/1/2013,N,0,N,0,3700,,,,N,0,,,,,2600,,,NORFOLK,,,CONCRETE,KIRBY,,DR,N,0,N,0,N,0,KIRBY DR,,,Y,1,N,0,0,N,0,1
671,N,0,N,0,N,0,N,0,2013-02-27 17:18:00,2/27/2013,N,0,13161570,30,5:18 PM,WED,0,,,,,0,5:39 PM,Y,1,DISPATCH,5:30 PM,27.55588183,,Y,1,-99.49138035,N,0,1,0,TX2400100,N,0,1,N,0,2/27/2013,N,0,N,0,200,,,,N,0,,,,,6600,,,SPRINGFIELD,,,,CALLE DEL NORTE,,,N,0,N,0,N,0,CALLE DEL NORTE,,282.0,Y,1,N,0,1,Y,1,0
699,N,0,N,0,N,0,N,0,2013-03-02 12:30:00,3/2/2013,N,0,13164906,35,12:30 PM,SAT,0,,,,,0,12:56 PM,Y,1,DISPATCHED,12:56 PM,29.80665039,0,Y,1,-95.70791299,N,0,1,0,TX1010000,N,0,0,N,0,3/2/2013,N,0,N,0,2600,,,,Y,1,,,,,,,,SPANISH NEEDLE,,,,WOODSORREL,,,N,0,Y,1,N,0,WOODSORREL DR,,2659.0,Y,1,N,0,0,Y,1,0
706,N,0,N,0,Y,1,N,0,2013-03-07 17:55:00,3/7/2013,N,0,13166196,30,5:55 PM,THU,0,,,,,0,6:03 PM,Y,1,DISPATCH,5:57 PM,29.65160482,,Y,1,-95.36862309,N,0,3,0,TXHPD0000,N,0,0,N,0,3/7/2013,N,0,N,0,9600,,,,N,0,,,,,4100,,,BARBERRY,,,,SCOTT,,,N,0,N,0,Y,1,SCOTT ST,BARBERRY DR,,Y,1,N,0,0,Y,1,0
709,N,0,N,0,Y,1,N,0,2013-03-11 18:00:00,3/11/2013,N,0,13166383,35,6:00 PM,MON,0,,360,,SH,0,6:35 PM,Y,1,DISPATCH,6:17 PM,,,N,0,,N,0,4,0,TX0571200,N,0,0,N,0,3/12/2013,N,0,N,0,500,,,,N,0,,,,,,360,,NOT REPORTED,,,,AVENUE K,,,N,0,N,0,N,0,AVENUE K,SH0360,,Y,1,N,0,0,Y,1,1
714,N,0,N,0,N,0,N,0,2013-01-12 21:40:00,1/12/2013,N,0,13167521,40,9:40 PM,SAT,0,,,,,0,9:47 PM,Y,1,DISPATCH,9:41 PM,29.93357293,,Y,1,-93.98891128,N,0,1,0,TX1230700,N,0,0,N,0,1/12/2013,N,0,N,0,,,,,N,0,,,,,,,,MEDICAL CENTER,,DR,,JIMMY JOHNSON,,BLVD,N,0,N,0,N,0,JIMMY JOHNSON BLVD,,2508.0,Y,1,N,0,0,Y,1,0
771,N,0,N,0,N,0,N,0,2013-03-13 13:09:00,3/13/2013,N,0,13176678,40,1:09 PM,WED,0,,,,,0,1:17 PM,Y,1,RADIO DISPATCHED,1:12 PM,33.04224218,,Y,1,-96.77012992,N,0,3,0,TX0430600,N,0,0,N,0,3/13/2013,N,0,N,0,3400,,,,N,0,,,,,,,,PARKER,,RD,,COIT,,RD,N,0,N,0,N,0,COIT RD,,,Y,1,N,0,0,Y,1,0
807,N,0,N,0,N,0,N,0,2013-03-08 14:49:00,3/8/2013,N,0,13183034,35,2:49 PM,FRI,0,,,,,0,2:56 PM,Y,1,DISPATCHED,2:50 PM,29.54075175,,Y,1,-95.14110442,N,0,2,0,TX1012500,N,0,0,N,0,3/8/2013,N,0,N,0,1200,,,,N,0,,,,,,,,GATEBROOK,,,,BAY AREA,W,BLVD,N,0,N,0,N,0,W BAY AREA BLVD,,,Y,1,N,0,0,Y,1,0
823,N,0,Y,1,Y,1,N,0,2013-03-08 11:09:00,3/8/2013,N,0,13187736,40,11:09 AM,FRI,0,,,,,0,11:17 AM,Y,1,DISPATCH,11:11 AM,,W/W,N,0,,N,0,2,0,TX0572000,N,0,0,N,0,3/8/2013,N,0,N,0,,,,,N,0,,,,,,,,LAKE PARK,,WAY,,COIT,N,RD,N,0,N,0,N,0,N COIT RD,LAKE PARK WAY,,Y,1,N,0,0,Y,1,0
843,N,0,N,0,N,0,N,0,2013-02-22 17:15:00,2/22/2013,N,0,13194412,0,5:15 PM,FRI,0,,,,,0,5:22 PM,Y,1,POLICE RADIO,5:19 PM,,,N,0,,N,0,1,0,TX1520200,N,0,0,Y,1,2/22/2013,N,0,N,0,200,,,,N,0,,,,,2500,,,2ND,,PL,"""JUST SMOKES"" PARKING LOT 202 UNIVERSITY",UNIVERSITY,,AVE,N,0,N,0,N,0,UNIVERSITY AVE,,,Y,1,N,0,0,N,0,1
856,N,0,N,0,N,0,N,0,2013-02-01 18:09:00,2/1/2013,N,0,13200939,30,6:09 PM,FRI,0,,,,,0,6:19 PM,Y,1,DISPATCHED,6:10 PM,25.90069754,,Y,1,-97.46574112,N,0,2,0,TX0310100,N,0,0,N,0,4/2/2013,N,0,N,0,2800,,,,N,0,,,,,2800,,,TAMPICO,,ST,,ELENA,,,N,0,N,0,N,0,ELENA ST,,,Y,1,N,0,0,Y,1,0
909,N,0,N,0,N,0,N,0,2013-03-08 15:49:00,3/8/2013,N,0,13302358,45,3:49 PM,FRI,0,365,,FM,,0,3:54 PM,Y,1,DISPATCH,3:51 PM,,,N,0,,N,0,5,0,TX1230700,Y,1,0,N,0,3/8/2013,N,0,N,0,3400,365,,,N,0,,,,,,,,9TH,,AVE,,NOT REPORTED,,,N,0,N,0,N,0,FM0365,,,Y,1,N,0,0,Y,1,0
914,N,0,N,0,N,0,N,0,2013-01-24 12:59:00,1/24/2013,N,0,13395239,15,12:59 PM,THU,0,,,,,0,1:00 PM,Y,1,VIA RADIO,12:59 PM,,,N,0,,N,0,1,1,TX0611000,N,0,1,Y,1,1/24/2013,N,0,N,0,1600,,33.27599999,-97.131,N,0,,,,,1400,,,OAKLAND,,,,LOWRY WOODS,,LN,N,0,N,0,N,0,LOWRY WOODS LN,,,N,0,N,0,2,N,0,0
917,N,0,N,0,N,0,Y,1,2013-01-02 05:59:00,1/2/2013,N,0,13588940,30,5:59 AM,WED,0,,,,,0,6:04 AM,Y,1,DISPATCHER,5:59 AM,31.4021347,,Y,1,-103.4847236,N,0,1,0,TX1950200,N,0,0,N,0,1/2/2013,N,0,N,0,100,,,,N,0,,,,,,285,,NOT REPORTED,,,,PINEHURSTST,E,,N,0,N,0,N,0,E PINEHURST ST,,,Y,1,N,0,0,Y,1,1
927,N,0,N,0,Y,1,N,0,2013-03-15 06:54:00,3/15/2013,N,0,13173845,30,6:54 AM,FRI,0,,,,,0,7:12 AM,Y,1,HPD DISPATCHER,7:05 AM,29.752764799999998,,Y,1,-95.37080309,N,0,2,0,TXHPD0000,N,0,0,N,0,3/17/2013,N,0,N,0,800,,,,N,0,,,,,,,,MILAM,,,,PEASE,,,N,0,N,0,N,0,PEASE ST,MILAM ST,801.0,Y,1,N,0,0,Y,1,0
931,N,0,N,0,N,0,N,0,2013-03-16 17:25:00,3/16/2013,N,0,13175362,35,5:25 PM,SAT,0,,,,,0,5:34 PM,Y,1,DISPATCHED,5:27 PM,30.51695831,,Y,1,-96.78779182,N,0,1,0,,N,0,0,N,0,3/18/2013,N,0,N,0,,,30.5113,-96.78331999999999,Y,1,,,,,,,,LAKEVIEW,,DR,,ELM,,DR,N,0,Y,1,N,0,ELM DR,,,Y,1,N,0,0,Y,1,0
1008,N,0,N,0,N,0,N,0,2013-03-26 11:28:00,3/26/2013,N,0,13190973,5,11:28 AM,TUE,0,,,,,0,11:42 AM,Y,1,DISPATCHED,11:30 AM,,,N,0,,N,0,1,0,TX0310100,N,0,0,Y,1,3/26/2013,N,0,N,0,4670,,,,N,0,,,,,4600,1419,,SOUTHMOST,,RD,,SOUTHMOST,,RD,N,0,N,0,N,0,SOUTHMOST RD,,,N,0,N,0,0,N,0,0
1045,N,0,N,0,N,0,N,0,2013-03-23 23:35:00,3/23/2013,N,0,13195689,5,11:35 PM,SAT,0,,,,,1,12:25 AM,Y,1,VCD SGT,11:56 PM,,FSRA,N,0,,N,0,0,0,TXHPD0000,N,0,0,Y,1,3/24/2013,N,0,N,0,9555,,,,N,0,,,,,7200,,,TIDWELL,,RD,,CROFTON,,ST,N,0,N,0,N,0,CROFTON ST,,,Y,1,N,0,1,N,0,1
1047,N,0,N,0,N,0,N,0,2013-03-22 17:00:00,3/22/2013,N,0,13196452,50,5:00 PM,FRI,0,,,,,0,5:33 PM,N,0,DISPATCHED,5:33 PM,29.80943714,0,Y,1,-95.16393574,N,0,2,0,TX1010000,N,0,0,N,0,3/22/2013,N,0,N,0,5800,,,,Y,1,,,,,,,,WALLISVILLE RD,,,,E SAM HOUSTON PW N,,,N,0,Y,1,N,0,E SAM HOUSTON PKWY N,WALLISVILLE RD,,Y,1,N,0,0,Y,1,0
1052,N,0,N,0,N,0,N,0,2013-03-19 06:55:00,3/19/2013,N,0,13197240,0,6:55 AM,TUE,0,,,,,0,7:00 AM,Y,1,DISPATCHED,6:55 AM,30.31579568,,Y,1,-97.66372096,N,0,2,0,TX2270100,N,0,0,N,0,3/19/2013,N,0,N,0,7700,,,,N,0,,,,,,,,MANOR,,RD,,ED BLUESTEIN SB,,BLVD,N,0,N,0,N,0,ED BLUESTEIN BLVD,,,Y,1,N,0,0,Y,1,0
1115,N,0,N,0,N,0,N,0,2013-03-25 15:10:00,3/25/2013,N,0,13204032,30,3:10 PM,MON,0,,,,,0,3:27 PM,Y,1,DISPATCHED,3:17 PM,,0,N,0,,N,0,1,0,TX1010000,N,0,0,N,0,3/25/2013,N,0,N,0,2900,,,,Y,1,,,,,20910,,LOCAL ROADWAY,WATER POINT RL,,,LOCAL ROADWAY,WATER POINT TL,,,N,0,Y,1,N,0,WATER POINT TL,,,Y,1,N,0,0,Y,1,0
1127,N,0,N,0,Y,1,N,0,2013-04-03 14:47:00,4/3/2013,N,0,13205440,45,2:47 PM,WED,0,,,,,0,3:20 PM,Y,1,DISPATCHED,2:55 PM,29.51965152,,Y,1,-95.55452121,N,0,2,0,,N,0,0,N,0,4/4/2013,N,0,N,0,,,29.51965,-95.55445,Y,1,,,,,,,,OLD POINTE,,,,SIENNA RANCH,,RD,N,0,Y,1,N,0,SIENNA RANCH RD,UNKNOWN,,Y,1,N,0,0,Y,1,0
1135,N,0,N,0,N,0,N,0,2013-04-06 19:31:00,4/6/2013,N,0,13206297,35,7:31 PM,SAT,0,,,,,0,8:05 PM,Y,1,DISPATCHED,8:01 PM,29.73704673,,Y,1,-95.50101257,N,0,4,0,TXHPD0000,N,0,0,N,0,4/6/2013,N,0,N,0,2700,,,,N,0,,,,,6400,,,WESTHEIMER,,RD,,HILLCROFT,,,N,0,N,0,N,0,HILLCROFT ST,,,Y,1,N,0,0,Y,1,0
1183,N,0,N,0,N,0,N,0,2013-03-30 17:07:00,3/30/2013,N,0,13211856,0,5:07 PM,SAT,0,,,,,0,5:12 PM,Y,1,BY DISPATCHER,5:07 PM,,,N,0,,N,0,3,1,TX0310900,Y,1,0,Y,1,3/30/2013,N,0,N,0,2195,77,,,N,0,,,,,2195,77,,NOT REPORTED,,,,NOT REPORTED,W,,N,0,N,0,N,0,BU0077,,,N,0,N,0,1,N,0,0
1185,N,0,N,0,N,0,N,0,2013-04-08 14:31:00,4/8/2013,N,0,13212077,-1,2:31 PM,MON,0,,,,,0,2:52 PM,Y,1,DISPATCHED,2:39 PM,,,N,0,,N,0,2,0,TX0310100,N,0,0,Y,1,4/8/2013,N,0,N,0,315,,,,N,0,,,,,1300,802,,RUBEN M TORRES,,BLVD,,JOSE MARTI,,BLVD,N,0,N,0,N,0,JOSE MARTI BLVD,,,N,0,N,0,0,N,0,0
1216,N,0,N,0,Y,1,N,0,2013-03-24 15:39:00,3/24/2013,N,0,13214822,40,3:39 PM,SUN,0,,,,,0,3:45 PM,Y,1,DISPATCHED,3:39 PM,,C10,N,0,,N,0,1,0,TX0150000,N,0,0,N,0,3/27/2013,N,0,N,0,,,,,N,0,,,,,,,BLACL ASPHAULT,BEAR SPRINGS,,,BLACK ASPHAULT,MARBACH,,RD,N,0,N,0,N,0,MARBACH RD,BEAR SPRINGS,,Y,1,N,0,0,Y,1,1
1228,N,0,N,0,N,0,N,0,2013-04-02 12:54:00,4/2/2013,N,0,13215544,35,12:54 PM,TUE,0,,,,,0,12:54 PM,Y,1,DISPATCHED,12:54 PM,29.76426941,0,Y,1,-95.75170312,N,0,1,1,TX1010000,N,0,0,N,0,4/2/2013,N,0,N,0,1130,,,,Y,1,,,,,,,,ROCK CANYON DR,,,CONCRETE,S MASON RD,,,N,0,Y,1,N,0,S MASON RD,,,Y,1,N,0,1,Y,1,0
1285,N,0,N,0,N,0,N,0,2013-03-29 15:13:00,3/29/2013,N,0,13221144,35,3:13 PM,FRI,0,,,,,0,3:25 PM,Y,1,DISPATCH,3:15 PM,,,N,0,,N,0,7,0,TX1012500,N,0,0,Y,1,3/29/2013,N,0,N,0,931,,,,N,0,,,,,,,,GATEBROOK,,DR,JAMES AVERY,BAY AREA,W,BLVD,N,0,N,0,N,0,W BAY AREA BLVD,,,Y,1,N,0,0,N,0,0
1290,N,0,N,0,N,0,N,0,2013-03-19 19:35:00,3/19/2013,N,0,13221668,35,7:35 PM,TUE,0,,,,,0,8:20 PM,Y,1,DISPATCHED,7:59 PM,31.79958224,,Y,1,-106.23388059999999,N,0,1,0,TX0710200,N,0,0,N,0,3/19/2013,N,0,N,0,3700,,,,N,0,,,,,,,,TIERRA CREEL,,,2 LANES,TIERRA DORADA,,DR,N,0,N,0,N,0,TIERRA DORADA DR,,,Y,1,N,0,0,Y,1,0
1312,N,0,N,0,N,0,N,0,2013-04-15 10:15:00,4/15/2013,N,0,13225416,35,10:15 AM,MON,0,,,,,0,10:59 AM,Y,1,DISPATCHED BY HCSO,10:20 AM,32.08437769,,Y,1,-95.44666132,N,0,3,0,,N,0,0,N,0,4/16/2013,N,0,N,0,,4117,32.08445,-95.44662,N,0,,,,,,,,HILLSIDE,,DR,,NOT REPORTED,,,N,0,Y,1,N,0,UNKNOWN,,,Y,1,N,0,0,Y,1,0
1324,N,0,N,0,N,0,N,0,2013-04-14 09:40:00,4/14/2013,N,0,13226609,30,9:40 AM,SUN,0,,,,,0,10:41 AM,Y,1,HPD DISPATCH,10:01 AM,29.785329600000004,,Y,1,-95.37929461,N,0,0,1,TXHPD0000,N,0,0,N,0,4/17/2013,N,0,N,0,3000,,,,N,0,,,,,,,,EUCLID,,,DRY,REAGAN,,,N,0,N,0,N,0,REAGAN ST,,3007.0,Y,1,N,0,1,Y,1,0
1347,N,0,N,0,Y,1,N,0,2013-04-19 11:45:00,4/19/2013,N,0,13229274,30,11:45 AM,FRI,0,,,,,0,11:52 AM,Y,1,SO DISPATCH,11:50 AM,29.7440848,,Y,1,-95.36369309,N,0,1,0,TXHPD0000,N,0,1,N,0,4/20/2013,N,0,N,0,,,,,N,0,,,,,,,,GRAY,,,,HAMILTON,,ST,N,0,N,0,N,0,HAMILTON ST,GRAY ST,2099.0,Y,1,N,0,1,Y,1,0
1354,N,0,N,0,N,0,N,0,2013-04-17 11:40:00,4/17/2013,N,0,13229844,60,11:40 AM,WED,0,610,,IH,,0,11:56 AM,Y,1,DISPATCHED,11:47 AM,,,N,0,,N,0,2,0,TXHPD0000,Y,1,1,N,0,4/17/2013,N,0,N,0,1000,610,,,N,0,,,,,,,,WOODWAY,,,,WEST LP S,W,,N,0,N,0,N,0,IH0610,,,Y,1,N,0,1,Y,1,1
